state,year,month,collection_centres,estimated_generation,estimated_collected,collection_percentage,recycling_efficiency_score,growth_rate,demand_level,priority_level
Assam,2021,2,92,6653.46,1880.16,28.26,28.26,2.62,High,Low
Assam,2022,2,92,3746.92,954.19,25.47,25.47,-43.68,Medium,Medium
Assam,2023,2,92,7812.71,1959.95,25.09,25.09,108.51,High,Medium
Assam,2024,2,92,3085.56,846.04,27.42,27.42,-60.51,Medium,Low
Assam,2017,3,92,3128.32,292.96,9.36,9.36,0.0,Medium,High
Assam,2018,3,92,1967.96,399.85,20.32,20.32,-37.09,Medium,High
Assam,2019,3,92,947.17,202.51,21.38,21.38,-51.87,Medium,High
Assam,2020,3,92,2980.84,774.49,25.98,25.98,214.71,Medium,Medium
Assam,2021,3,92,5761.71,1570.1,27.25,27.25,93.29,High,Low
Assam,2022,3,92,726.55,193.87,26.68,26.68,-87.39,Medium,Low
Assam,2023,3,92,5886.65,1515.87,25.75,25.75,710.22,High,Medium
Assam,2024,3,92,699.3,181.52,25.96,25.96,-88.12,Low,Medium
Assam,2017,4,92,1400.3,134.13,9.58,9.58,0.0,Medium,High
Assam,2018,4,92,2483.92,510.54,20.55,20.55,77.38,Medium,High
Assam,2019,4,92,1723.97,374.43,21.72,21.72,-30.59,Medium,Medium
Assam,2020,4,92,4507.49,1317.89,29.24,29.24,161.46,High,Low
Assam,2021,4,92,3346.24,844.14,25.23,25.23,-25.76,Medium,Medium
Assam,2022,4,92,3726.88,979.22,26.27,26.27,11.38,Medium,Medium
Assam,2023,4,92,3242.17,884.11,27.27,27.27,-13.01,Medium,Low
Assam,2024,4,92,2542.79,694.56,27.31,27.31,-21.57,Medium,Low
Assam,2017,5,92,1474.34,140.59,9.54,9.54,0.0,Medium,High
Assam,2018,5,92,1011.06,214.95,21.26,21.26,-31.42,Medium,High
Assam,2019,5,92,6572.46,1502.55,22.86,22.86,550.06,High,Medium
Assam,2020,5,92,3546.21,879.08,24.79,24.79,-46.04,Medium,Medium
Assam,2021,5,92,2004.2,531.73,26.53,26.53,-43.48,Medium,Medium
Assam,2022,5,92,283.34,75.14,26.52,26.52,-85.86,Low,Medium
Assam,2023,5,92,1789.8,500.15,27.94,27.94,531.68,Medium,Low
Assam,2024,5,92,10550.06,2794.49,26.49,26.49,489.45,High,Medium
Assam,2017,6,92,2244.51,216.69,9.65,9.65,0.0,Medium,High
Assam,2018,6,92,1114.47,237.5,21.31,21.31,-50.35,Medium,High
Assam,2019,6,92,935.99,193.56,20.68,20.68,-16.01,Medium,High
Assam,2020,6,92,4708.25,1119.91,23.79,23.79,403.02,High,Medium
Assam,2021,6,92,2982.39,808.1,27.1,27.1,-36.66,Medium,Low
Assam,2022,6,92,9415.13,2485.09,26.39,26.39,215.69,High,Medium
Assam,2023,6,92,5778.95,1755.2,30.37,30.37,-38.62,High,Low
Assam,2024,6,92,4490.83,1107.5,24.66,24.66,-22.29,High,Medium
Assam,2017,7,92,1285.62,128.85,10.02,10.02,0.0,Medium,High
Assam,2018,7,92,1011.39,218.97,21.65,21.65,-21.33,Medium,High
Assam,2019,7,92,2369.38,520.27,21.96,21.96,134.27,Medium,Medium
Assam,2020,7,92,2646.41,722.79,27.31,27.31,11.69,Medium,Low
Assam,2021,7,92,4695.81,1201.65,25.59,25.59,77.44,High,Medium
Assam,2022,7,92,7395.06,1897.46,25.66,25.66,57.48,High,Medium
Assam,2023,7,92,4884.14,1285.66,26.32,26.32,-33.95,High,Medium
Assam,2024,7,92,7775.12,2084.65,26.81,26.81,59.19,High,Low
Assam,2017,8,92,2502.43,254.18,10.16,10.16,0.0,Medium,High
Assam,2018,8,92,3872.77,893.33,23.07,23.07,54.76,Medium,Medium
Assam,2019,8,92,4691.62,991.65,21.14,21.14,21.14,High,High
Assam,2020,8,92,4425.19,1152.91,26.05,26.05,-5.68,High,Medium
Assam,2021,8,92,1121.61,278.05,24.79,24.79,-74.65,Medium,Medium
Assam,2022,8,92,2285.07,614.53,26.89,26.89,103.73,Medium,Low
Assam,2023,8,92,7453.98,1879.65,25.22,25.22,226.2,High,Medium
Assam,2024,8,92,7925.81,2113.73,26.67,26.67,6.33,High,Low
Assam,2017,9,92,785.11,84.93,10.82,10.82,0.0,Medium,High
Assam,2018,9,92,4428.74,920.06,20.77,20.77,464.09,High,High
Assam,2019,9,92,2229.83,481.46,21.59,21.59,-49.65,Medium,High
Assam,2020,9,92,4228.66,1072.37,25.36,25.36,89.64,High,Medium
Assam,2021,9,92,9357.43,2449.47,26.18,26.18,121.29,High,Medium
Assam,2022,9,92,5211.89,1314.33,25.22,25.22,-44.3,High,Medium
Assam,2023,9,92,3595.52,986.87,27.45,27.45,-31.01,Medium,Low
Assam,2024,9,92,3680.51,1041.86,28.31,28.31,2.36,Medium,Low
Assam,2017,10,92,3062.4,292.11,9.54,9.54,0.0,Medium,High
Assam,2018,10,92,1075.18,216.36,20.12,20.12,-64.89,Medium,High
Assam,2019,10,92,3099.8,711.06,22.94,22.94,188.31,Medium,Medium
Assam,2020,10,92,2101.06,581.38,27.67,27.67,-32.22,Medium,Low
Assam,2021,10,92,4664.77,1194.73,25.61,25.61,122.02,High,Medium
Assam,2022,10,92,5394.28,1507.69,27.95,27.95,15.64,High,Low
Assam,2023,10,92,9406.67,2347.84,24.96,24.96,74.38,High,Medium
Assam,2024,10,92,6049.7,1444.46,23.88,23.88,-35.69,High,Medium
Assam,2017,11,92,836.59,88.13,10.53,10.53,0.0,Medium,High
Assam,2018,11,92,1093.37,213.37,19.51,19.51,30.69,Medium,High
Assam,2019,11,92,2592.3,564.26,21.77,21.77,137.09,Medium,Medium
Assam,2020,11,92,2394.24,647.64,27.05,27.05,-7.64,Medium,Low
Assam,2021,11,92,5053.62,1343.15,26.58,26.58,111.07,High,Medium
Assam,2022,11,92,1862.67,511.55,27.46,27.46,-63.14,Medium,Low
Assam,2023,11,92,3596.34,978.11,27.2,27.2,93.07,Medium,Low
Assam,2024,11,92,790.75,215.05,27.2,27.2,-78.01,Medium,Low
Assam,2017,12,92,3139.63,311.84,9.93,9.93,0.0,Medium,High
Assam,2018,12,92,2731.52,551.61,20.19,20.19,-13.0,Medium,High
Assam,2019,12,92,2107.19,455.38,21.61,21.61,-22.86,Medium,High
Assam,2020,12,92,5050.24,1311.57,25.97,25.97,139.67,High,Medium
Assam,2021,12,92,5733.18,1403.52,24.48,24.48,13.52,High,Medium
Assam,2022,12,92,4535.32,1178.09,25.98,25.98,-20.89,High,Medium
Assam,2023,12,92,1782.35,459.61,25.79,25.79,-60.7,Medium,Medium
Assam,2024,12,92,9993.91,2531.11,25.33,25.33,460.72,High,Medium
Bihar,2017,1,85,2542.99,270.2,10.63,10.63,0.0,Medium,High
Bihar,2018,1,85,1404.51,294.97,21.0,21.0,-44.77,Medium,High
Bihar,2019,1,85,1508.58,313.7,20.79,20.79,7.41,Medium,High
Bihar,2020,1,85,533.32,131.81,24.71,24.71,-64.65,Low,Medium
Bihar,2021,1,85,3631.74,1040.03,28.64,28.64,580.97,Medium,Low
Bihar,2022,1,85,3790.14,981.84,25.91,25.91,4.36,Medium,Medium
Bihar,2023,1,85,2776.06,661.86,23.84,23.84,-26.76,Medium,Medium
Bihar,2024,1,85,6134.8,1628.56,26.55,26.55,120.99,High,Medium
Bihar,2017,2,85,591.59,57.98,9.8,9.8,0.0,Low,High
Bihar,2018,2,85,1911.96,393.66,20.59,20.59,223.19,Medium,High
Bihar,2019,2,85,5249.97,1178.95,22.46,22.46,174.59,High,Medium
Bihar,2020,2,85,4882.5,1270.03,26.01,26.01,-7.0,High,Medium
Bihar,2021,2,85,4237.41,1124.66,26.54,26.54,-13.21,High,Medium
Bihar,2022,2,85,1889.48,497.18,26.31,26.31,-55.41,Medium,Medium
Bihar,2023,2,85,7488.29,2015.74,26.92,26.92,296.31,High,Low
Bihar,2024,2,85,6379.37,1733.42,27.17,27.17,-14.81,High,Low
Bihar,2017,3,85,4402.58,451.3,10.25,10.25,0.0,High,High
Bihar,2018,3,85,1307.48,276.31,21.13,21.13,-70.3,Medium,High
Bihar,2019,3,85,2574.19,553.14,21.49,21.49,96.88,Medium,High
Bihar,2020,3,85,10468.63,2585.02,24.69,24.69,306.68,High,Medium
Bihar,2021,3,85,2707.29,674.46,24.91,24.91,-74.14,Medium,Medium
Bihar,2022,3,85,10943.88,3053.84,27.9,27.9,304.24,High,Low
Bihar,2023,3,85,5511.39,1367.02,24.8,24.8,-49.64,High,Medium
Bihar,2024,3,85,4371.09,1153.0,26.38,26.38,-20.69,High,Medium
Bihar,2017,4,85,1933.18,183.26,9.48,9.48,0.0,Medium,High
Bihar,2018,4,85,3687.2,784.27,21.27,21.27,90.73,Medium,High
Bihar,2019,4,85,4123.9,968.31,23.48,23.48,11.84,High,Medium
Bihar,2020,4,85,3711.08,988.67,26.64,26.64,-10.01,Medium,Medium
Bihar,2021,4,85,3999.22,1016.01,25.41,25.41,7.76,High,Medium
Bihar,2022,4,85,5727.25,1437.44,25.1,25.1,43.21,High,Medium
Bihar,2023,4,85,2753.63,645.06,23.43,23.43,-51.92,Medium,Medium
Bihar,2024,4,85,2618.13,709.91,27.12,27.12,-4.92,Medium,Low
Bihar,2017,5,85,2841.13,278.67,9.81,9.81,0.0,Medium,High
Bihar,2018,5,85,905.67,195.04,21.54,21.54,-68.12,Medium,High
Bihar,2019,5,85,588.42,141.07,23.98,23.97,-35.03,Low,Medium
Bihar,2020,5,85,4393.68,1169.05,26.61,26.61,646.69,High,Medium
Bihar,2021,5,85,3973.98,1051.1,26.45,26.45,-9.55,Medium,Medium
Bihar,2022,5,85,10880.15,3005.66,27.63,27.63,173.78,High,Low
Bihar,2023,5,85,8053.05,2155.14,26.76,26.76,-25.98,High,Low
Bihar,2024,5,85,5131.73,1362.81,26.56,26.56,-36.28,High,Medium
Bihar,2017,6,85,2126.88,201.38,9.47,9.47,0.0,Medium,High
Bihar,2018,6,85,2151.07,428.67,19.93,19.93,1.14,Medium,High
Bihar,2019,6,85,1452.8,287.12,19.76,19.76,-32.46,Medium,High
Bihar,2020,6,85,4135.4,1055.41,25.52,25.52,184.65,High,Medium
Bihar,2021,6,85,999.53,274.34,27.45,27.45,-75.83,Medium,Low
Bihar,2022,6,85,2329.83,595.32,25.55,25.55,133.09,Medium,Medium
Bihar,2023,6,85,3960.68,1169.35,29.52,29.52,70.0,Medium,Low
Bihar,2024,6,85,4985.94,1189.47,23.86,23.86,25.89,High,Medium
Bihar,2017,7,85,599.67,56.13,9.36,9.36,0.0,Low,High
Bihar,2018,7,85,395.76,86.14,21.77,21.77,-34.0,Low,Medium
Bihar,2019,7,85,4595.98,988.45,21.51,21.51,1061.3,High,High
Bihar,2020,7,85,2983.26,822.19,27.56,27.56,-35.09,Medium,Low
Bihar,2021,7,85,11784.38,3295.21,27.96,27.96,295.02,High,Low
Bihar,2022,7,85,1525.84,374.81,24.56,24.56,-87.05,Medium,Medium
Bihar,2023,7,85,4111.52,1079.02,26.24,26.24,169.46,High,Medium
Bihar,2024,7,85,4924.61,1242.38,25.23,25.23,19.78,High,Medium
Bihar,2017,8,85,429.0,41.39,9.65,9.65,0.0,Low,High
Bihar,2018,8,85,597.03,118.9,19.91,19.92,39.17,Low,High
Bihar,2019,8,85,1609.9,359.54,22.33,22.33,169.65,Medium,Medium
Bihar,2020,8,85,1262.67,369.93,29.3,29.3,-21.57,Medium,Low
Bihar,2021,8,85,1204.86,287.67,23.88,23.88,-4.58,Medium,Medium
Bihar,2022,8,85,3897.38,941.99,24.17,24.17,223.47,Medium,Medium
Bihar,2023,8,85,2770.61,757.82,27.35,27.35,-28.91,Medium,Low
Bihar,2024,8,85,8920.88,2344.45,26.28,26.28,221.98,High,Medium
Bihar,2017,9,85,1411.02,131.15,9.29,9.29,0.0,Medium,High
Bihar,2018,9,85,3373.06,768.38,22.78,22.78,139.05,Medium,Medium
Bihar,2019,9,85,1868.93,439.59,23.52,23.52,-44.59,Medium,Medium
Bihar,2020,9,85,1929.11,523.16,27.12,27.12,3.22,Medium,Low
Bihar,2021,9,85,2132.15,558.82,26.21,26.21,10.53,Medium,Medium
Bihar,2022,9,85,1952.4,512.11,26.23,26.23,-8.43,Medium,Medium
Bihar,2023,9,85,5884.61,1551.13,26.36,26.36,201.4,High,Medium
Bihar,2024,9,85,5061.7,1258.85,24.87,24.87,-13.98,High,Medium
Bihar,2017,10,85,1510.94,144.49,9.56,9.56,0.0,Medium,High
Bihar,2018,10,85,1857.09,376.05,20.25,20.25,22.91,Medium,High
Bihar,2019,10,85,5195.03,1130.52,21.76,21.76,179.74,High,Medium
Bihar,2020,10,85,998.62,269.99,27.04,27.04,-80.78,Medium,Low
Bihar,2021,10,85,3036.95,842.77,27.75,27.75,204.11,Medium,Low
Bihar,2022,10,85,4526.07,1098.3,24.27,24.27,49.03,High,Medium
Bihar,2023,10,85,6895.52,1801.24,26.12,26.12,52.35,High,Medium
Bihar,2024,10,85,1452.06,395.91,27.27,27.27,-78.94,Medium,Low
Bihar,2017,11,85,1510.16,137.84,9.13,9.13,0.0,Medium,High
Bihar,2018,11,85,1451.13,310.17,21.37,21.37,-3.91,Medium,High
Bihar,2019,11,85,880.73,195.92,22.25,22.25,-39.31,Medium,Medium
Bihar,2020,11,85,883.88,225.96,25.56,25.56,0.36,Medium,Medium
Bihar,2021,11,85,8902.23,2108.39,23.68,23.68,907.18,High,Medium
Bihar,2022,11,85,812.92,207.56,25.53,25.53,-90.87,Medium,Medium
Bihar,2023,11,85,1800.6,494.41,27.46,27.46,121.5,Medium,Low
Bihar,2024,11,85,3004.14,856.1,28.5,28.5,66.84,Medium,Low
Bihar,2017,12,85,1545.95,147.4,9.53,9.53,0.0,Medium,High
Bihar,2018,12,85,4303.21,951.9,22.12,22.12,178.35,High,Medium
Bihar,2019,12,85,1075.11,225.55,20.98,20.98,-75.02,Medium,High
Bihar,2020,12,85,4577.17,1313.42,28.7,28.7,325.74,High,Low
Bihar,2021,12,85,1858.28,488.17,26.27,26.27,-59.4,Medium,Medium
Bihar,2022,12,85,433.68,119.02,27.44,27.44,-76.66,Low,Low
Bihar,2023,12,85,1005.1,260.03,25.87,25.87,131.76,Medium,Medium
Bihar,2024,12,85,4328.64,1215.67,28.08,28.08,330.67,High,Low
Chandigarh,2017,1,37,716.67,73.84,10.3,10.3,0.0,Medium,High
Chandigarh,2018,1,37,1737.75,360.25,20.73,20.73,142.48,Medium,High
Chandigarh,2019,1,37,727.52,178.28,24.5,24.51,-58.13,Medium,Medium
Chandigarh,2020,1,37,178.45,44.77,25.09,25.09,-75.47,Low,Medium
Chandigarh,2021,1,37,2805.71,726.48,25.89,25.89,1472.27,Medium,Medium
Chandigarh,2022,1,37,627.91,148.39,23.63,23.63,-77.62,Low,Medium
Chandigarh,2023,1,37,254.24,69.9,27.49,27.49,-59.51,Low,Low
Chandigarh,2024,1,37,2187.55,555.66,25.4,25.4,760.43,Medium,Medium
Chandigarh,2017,2,37,951.16,94.28,9.91,9.91,0.0,Medium,High
Chandigarh,2018,2,37,473.11,102.54,21.67,21.67,-50.26,Low,High
Chandigarh,2019,2,37,293.56,69.63,23.72,23.72,-37.95,Low,Medium
Chandigarh,2020,2,37,1218.03,316.37,25.97,25.97,314.92,Medium,Medium
Chandigarh,2021,2,37,1343.75,341.18,25.39,25.39,10.32,Medium,Medium
Chandigarh,2022,2,37,811.81,216.68,26.69,26.69,-39.59,Medium,Low
Chandigarh,2023,2,37,1358.72,381.86,28.1,28.1,67.37,Medium,Low
Chandigarh,2024,2,37,1169.23,295.83,25.3,25.3,-13.95,Medium,Medium
Chandigarh,2017,3,37,646.46,63.61,9.84,9.84,0.0,Low,High
Chandigarh,2018,3,37,211.33,46.99,22.23,22.24,-67.31,Low,Medium
Chandigarh,2019,3,37,444.91,107.23,24.1,24.1,110.53,Low,Medium
Chandigarh,2020,3,37,1163.28,279.18,24.0,24.0,161.46,Medium,Medium
Chandigarh,2021,3,37,479.4,113.62,23.7,23.7,-58.79,Low,Medium
Chandigarh,2022,3,37,1497.12,363.58,24.29,24.29,212.29,Medium,Medium
Chandigarh,2023,3,37,731.78,192.8,26.35,26.35,-51.12,Medium,Medium
Chandigarh,2024,3,37,116.41,31.01,26.63,26.64,-84.09,Low,Medium
Chandigarh,2017,4,37,506.44,49.29,9.73,9.73,0.0,Low,High
Chandigarh,2018,4,37,421.37,87.2,20.69,20.69,-16.8,Low,High
Chandigarh,2019,4,37,411.17,94.3,22.94,22.93,-2.42,Low,Medium
Chandigarh,2020,4,37,2652.77,704.98,26.58,26.58,545.18,Medium,Medium
Chandigarh,2021,4,37,1269.0,345.82,27.25,27.25,-52.16,Medium,Low
Chandigarh,2022,4,37,4684.02,1232.49,26.31,26.31,269.11,High,Medium
Chandigarh,2023,4,37,2267.14,594.23,26.21,26.21,-51.6,Medium,Medium
Chandigarh,2024,4,37,4121.31,1149.19,27.88,27.88,81.78,High,Low
Chandigarh,2017,5,37,665.63,66.02,9.92,9.92,0.0,Low,High
Chandigarh,2018,5,37,1448.91,312.36,21.56,21.56,117.67,Medium,High
Chandigarh,2019,5,37,1561.98,355.62,22.77,22.77,7.8,Medium,Medium
Chandigarh,2020,5,37,890.66,239.34,26.87,26.87,-42.98,Medium,Low
Chandigarh,2021,5,37,712.35,191.77,26.92,26.92,-20.02,Medium,Low
Chandigarh,2022,5,37,2940.4,788.52,26.82,26.82,312.77,Medium,Low
Chandigarh,2023,5,37,1386.39,351.0,25.32,25.32,-52.85,Medium,Medium
Chandigarh,2024,5,37,2341.58,586.1,25.03,25.03,68.9,Medium,Medium
Chandigarh,2017,6,37,959.63,99.37,10.35,10.36,0.0,Medium,High
Chandigarh,2018,6,37,1269.64,255.26,20.11,20.1,32.31,Medium,High
Chandigarh,2019,6,37,2358.2,499.16,21.17,21.17,85.74,Medium,High
Chandigarh,2020,6,37,1273.01,368.12,28.92,28.92,-46.02,Medium,Low
Chandigarh,2021,6,37,4393.58,1064.27,24.22,24.22,245.13,High,Medium
Chandigarh,2022,6,37,2255.3,642.57,28.49,28.49,-48.67,Medium,Low
Chandigarh,2023,6,37,414.58,105.24,25.39,25.38,-81.62,Low,Medium
Chandigarh,2024,6,37,3236.7,856.14,26.45,26.45,680.72,Medium,Medium
Chandigarh,2017,7,37,851.53,81.16,9.53,9.53,0.0,Medium,High
Chandigarh,2018,7,37,409.06,87.73,21.45,21.45,-51.96,Low,High
Chandigarh,2019,7,37,1763.82,397.0,22.51,22.51,331.19,Medium,Medium
Chandigarh,2020,7,37,1794.95,490.54,27.33,27.33,1.76,Medium,Low
Chandigarh,2021,7,37,2005.3,569.51,28.4,28.4,11.72,Medium,Low
Chandigarh,2022,7,37,821.46,202.59,24.66,24.66,-59.04,Medium,Medium
Chandigarh,2023,7,37,2959.15,774.71,26.18,26.18,260.23,Medium,Medium
Chandigarh,2024,7,37,472.18,127.18,26.94,26.93,-84.04,Low,Low
Chandigarh,2017,8,37,1640.09,163.69,9.98,9.98,0.0,Medium,High
Chandigarh,2018,8,37,273.58,58.75,21.47,21.47,-83.32,Low,High
Chandigarh,2019,8,37,2102.78,477.89,22.73,22.73,668.62,Medium,Medium
Chandigarh,2020,8,37,2078.77,487.92,23.47,23.47,-1.14,Medium,Medium
Chandigarh,2021,8,37,3361.52,964.65,28.7,28.7,61.71,Medium,Low
Chandigarh,2022,8,37,1137.78,291.38,25.61,25.61,-66.15,Medium,Medium
Chandigarh,2023,8,37,1306.59,352.34,26.97,26.97,14.84,Medium,Low
Chandigarh,2024,8,37,1431.53,390.57,27.28,27.28,9.56,Medium,Low
Chandigarh,2017,9,37,199.15,18.66,9.37,9.37,0.0,Low,High
Chandigarh,2018,9,37,986.41,229.04,23.22,23.22,395.31,Medium,Medium
Chandigarh,2019,9,37,551.24,120.6,21.88,21.88,-44.12,Low,Medium
Chandigarh,2020,9,37,2447.16,637.14,26.04,26.04,343.94,Medium,Medium
Chandigarh,2021,9,37,896.48,228.4,25.48,25.48,-63.37,Medium,Medium
Chandigarh,2022,9,37,896.3,236.68,26.41,26.41,-0.02,Medium,Medium
Chandigarh,2023,9,37,1993.59,552.02,27.69,27.69,122.42,Medium,Low
Chandigarh,2024,9,37,3892.34,1035.45,26.6,26.6,95.24,Medium,Medium
Chandigarh,2017,10,37,230.16,21.71,9.43,9.43,0.0,Low,High
Chandigarh,2018,10,37,784.04,165.7,21.13,21.13,240.65,Medium,High
Chandigarh,2019,10,37,815.2,174.89,21.45,21.45,3.97,Medium,High
Chandigarh,2020,10,37,1666.54,471.35,28.28,28.28,104.43,Medium,Low
Chandigarh,2021,10,37,759.76,212.85,28.02,28.02,-54.41,Medium,Low
Chandigarh,2022,10,37,1393.19,383.97,27.56,27.56,83.37,Medium,Low
Chandigarh,2023,10,37,6307.17,1603.07,25.42,25.42,352.71,High,Medium
Chandigarh,2024,10,37,687.52,177.97,25.89,25.89,-89.1,Low,Medium
Chandigarh,2017,11,37,710.04,70.37,9.91,9.91,0.0,Medium,High
Chandigarh,2018,11,37,322.66,69.29,21.47,21.47,-54.56,Low,High
Chandigarh,2019,11,37,865.7,179.15,20.69,20.69,168.3,Medium,High
Chandigarh,2020,11,37,427.64,114.36,26.74,26.74,-50.6,Low,Low
Chandigarh,2021,11,37,2384.46,613.13,25.71,25.71,457.59,Medium,Medium
Chandigarh,2022,11,37,3432.85,881.17,25.67,25.67,43.97,Medium,Medium
Chandigarh,2023,11,37,1226.7,349.07,28.46,28.46,-64.27,Medium,Low
Chandigarh,2024,11,37,3128.39,790.81,25.28,25.28,155.02,Medium,Medium
Chandigarh,2017,12,37,1257.97,112.63,8.95,8.95,0.0,Medium,High
Chandigarh,2018,12,37,1824.15,394.6,21.63,21.63,45.01,Medium,High
Chandigarh,2019,12,37,1477.71,298.35,20.19,20.19,-18.99,Medium,High
Chandigarh,2020,12,37,1951.02,514.3,26.36,26.36,32.03,Medium,Medium
Chandigarh,2021,12,37,686.53,183.38,26.71,26.71,-64.81,Low,Low
Chandigarh,2022,12,37,704.61,194.66,27.63,27.63,2.63,Low,Low
Chandigarh,2023,12,37,2869.36,749.51,26.12,26.12,307.23,Medium,Medium
Chandigarh,2024,12,37,2163.31,572.91,26.48,26.48,-24.61,Medium,Medium
Chhattisgarh,2017,1,69,366.53,33.14,9.04,9.04,0.0,Low,High
Chhattisgarh,2018,1,69,1353.43,304.61,22.51,22.51,269.25,Medium,Medium
Chhattisgarh,2019,1,69,2073.32,486.21,23.45,23.45,53.19,Medium,Medium
Chhattisgarh,2020,1,69,2712.19,705.07,26.0,26.0,30.81,Medium,Medium
Chhattisgarh,2021,1,69,1565.68,416.61,26.61,26.61,-42.27,Medium,Medium
Chhattisgarh,2022,1,69,1153.56,302.81,26.25,26.25,-26.32,Medium,Medium
Chhattisgarh,2023,1,69,2831.42,677.19,23.92,23.92,145.45,Medium,Medium
Chhattisgarh,2024,1,69,3461.74,854.43,24.68,24.68,22.26,Medium,Medium
Chhattisgarh,2017,2,69,1335.19,130.57,9.78,9.78,0.0,Medium,High
Chhattisgarh,2018,2,69,3798.83,809.17,21.3,21.3,184.52,Medium,High
Chhattisgarh,2019,2,69,1532.93,332.35,21.68,21.68,-59.65,Medium,Medium
Chhattisgarh,2020,2,69,1725.0,445.48,25.82,25.82,12.53,Medium,Medium
Chhattisgarh,2021,2,69,2264.26,603.29,26.64,26.64,31.26,Medium,Medium
Chhattisgarh,2022,2,69,9193.83,2315.11,25.18,25.18,306.04,High,Medium
Chhattisgarh,2023,2,69,2553.08,659.63,25.84,25.84,-72.23,Medium,Medium
Chhattisgarh,2024,2,69,3795.03,1041.92,27.45,27.45,48.65,Medium,Low
Chhattisgarh,2017,3,69,1818.41,171.8,9.45,9.45,0.0,Medium,High
Chhattisgarh,2018,3,69,2432.78,510.26,20.97,20.97,33.79,Medium,High
Chhattisgarh,2019,3,69,3247.58,751.1,23.13,23.13,33.49,Medium,Medium
Chhattisgarh,2020,3,69,5293.88,1411.62,26.67,26.67,63.01,High,Low
Chhattisgarh,2021,3,69,2038.0,553.1,27.14,27.14,-61.5,Medium,Low
Chhattisgarh,2022,3,69,5393.75,1374.2,25.48,25.48,164.66,High,Medium
Chhattisgarh,2023,3,69,1656.92,439.38,26.52,26.52,-69.28,Medium,Medium
Chhattisgarh,2024,3,69,7236.8,1994.59,27.56,27.56,336.76,High,Low
Chhattisgarh,2017,4,69,1512.19,148.95,9.85,9.85,0.0,Medium,High
Chhattisgarh,2018,4,69,1225.34,272.38,22.23,22.23,-18.97,Medium,Medium
Chhattisgarh,2019,4,69,3246.68,708.89,21.83,21.83,164.96,Medium,Medium
Chhattisgarh,2020,4,69,2276.6,581.59,25.55,25.55,-29.88,Medium,Medium
Chhattisgarh,2021,4,69,4753.2,1290.71,27.15,27.15,108.79,High,Low
Chhattisgarh,2022,4,69,2617.94,683.01,26.09,26.09,-44.92,Medium,Medium
Chhattisgarh,2023,4,69,3151.43,802.91,25.48,25.48,20.38,Medium,Medium
Chhattisgarh,2024,4,69,4635.17,1175.87,25.37,25.37,47.08,High,Medium
Chhattisgarh,2017,5,69,3479.5,356.34,10.24,10.24,0.0,Medium,High
Chhattisgarh,2018,5,69,2113.02,476.01,22.53,22.53,-39.27,Medium,Medium
Chhattisgarh,2019,5,69,1229.45,269.75,21.94,21.94,-41.82,Medium,Medium
Chhattisgarh,2020,5,69,1794.76,486.28,27.09,27.09,45.98,Medium,Low
Chhattisgarh,2021,5,69,535.34,159.69,29.83,29.83,-70.17,Low,Low
Chhattisgarh,2022,5,69,1526.02,402.39,26.37,26.37,185.06,Medium,Medium
Chhattisgarh,2023,5,69,1802.54,479.92,26.62,26.62,18.12,Medium,Medium
Chhattisgarh,2024,5,69,1308.84,367.47,28.08,28.08,-27.39,Medium,Low
Chhattisgarh,2017,6,69,838.22,78.22,9.33,9.33,0.0,Medium,High
Chhattisgarh,2018,6,69,674.32,133.33,19.77,19.77,-19.55,Low,High
Chhattisgarh,2019,6,69,3209.06,712.37,22.2,22.2,375.9,Medium,Medium
Chhattisgarh,2020,6,69,2469.92,651.33,26.37,26.37,-23.03,Medium,Medium
Chhattisgarh,2021,6,69,5226.97,1250.07,23.92,23.92,111.63,High,Medium
Chhattisgarh,2022,6,69,3501.73,973.1,27.79,27.79,-33.01,Medium,Low
Chhattisgarh,2023,6,69,746.91,200.95,26.9,26.9,-78.67,Medium,Low
Chhattisgarh,2024,6,69,4063.56,1053.29,25.92,25.92,444.05,High,Medium
Chhattisgarh,2017,7,69,2410.99,236.43,9.81,9.81,0.0,Medium,High
Chhattisgarh,2018,7,69,2359.72,489.72,20.75,20.75,-2.13,Medium,High
Chhattisgarh,2019,7,69,1325.36,277.42,20.93,20.93,-43.83,Medium,High
Chhattisgarh,2020,7,69,3335.85,884.95,26.53,26.53,151.69,Medium,Medium
Chhattisgarh,2021,7,69,8108.9,2058.94,25.39,25.39,143.08,High,Medium
Chhattisgarh,2022,7,69,4752.57,1216.59,25.6,25.6,-41.39,High,Medium
Chhattisgarh,2023,7,69,4036.21,1069.56,26.5,26.5,-15.07,High,Medium
Chhattisgarh,2024,7,69,3379.98,900.0,26.63,26.63,-16.26,Medium,Medium
Chhattisgarh,2017,8,69,560.6,57.84,10.32,10.32,0.0,Low,High
Chhattisgarh,2018,8,69,886.83,186.73,21.06,21.06,58.19,Medium,High
Chhattisgarh,2019,8,69,2432.04,561.67,23.09,23.09,174.24,Medium,Medium
Chhattisgarh,2020,8,69,2532.67,690.78,27.27,27.27,4.14,Medium,Low
Chhattisgarh,2021,8,69,2493.09,703.89,28.23,28.23,-1.56,Medium,Low
Chhattisgarh,2022,8,69,1884.21,508.6,26.99,26.99,-24.42,Medium,Low
